Country Name,"Series Name","2017","2022"
Vietnam,"Account (% age 15+)","30.8","56.27"
Vietnam,"Account, female (% age 15+)","30.42","52.78"
Vietnam,"Account, male (% age 15+)","31.21","59.96"
Vietnam,"Account, income, poorest 40% (% ages 15+)","20.28","40.69"
Vietnam,"Account, income, richest 60% (% ages 15+)","37.81","66.63"
Vietnam,"Account, primary education or less (% ages 15+)","13.05","21.77"
Vietnam,"Account, rural (% age 15+)","..",".."
Vietnam,"Account, urban (% age 15+)","..",".."
Vietnam,"Account, secondary education or more (% ages 15+)","42.43","60.69"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account (% age 15+)","..","10.54"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, female (% age 15+)","..","9.74"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, income, poorest 40% (% ages 15+)","..","7.37"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, income, richest 60% (% ages 15+)","..","12.64"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, male (% age 15+)","..","11.38"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, primary education or less (% ages 15+)","..","5.87"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, rural (% age 15+)","..",".."
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, urban (% age 15+)","..",".."
Vietnam,"Borrowed any money using a mobile money account (% age 15+)","..","0.91"
Vietnam,"Borrowed any money, female (% age 15+)","47.48","26.93"
Vietnam,"Borrowed any money, income, poorest 40% (% ages 15+)","48.45","21.35"
Vietnam,"Account, in labor force (% age 15+)","34.89","64.63"
Vietnam,"Account, older (% age 25+)","29.92","56.67"
Vietnam,"Account, out of labor force (% age 15+)","19.8","27.4"
Vietnam,"Borrowed any money (% age 15+)","49.02","27.54"
Vietnam,"Account, young (% ages 15-24)","34.22","54.56"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, in labor force (% age 15+)","..","12.31"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, out of labor force (% age 15+)","..","4.42"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, older (% age 25+)","..","10.97"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, secondary education or more (% ages 15+)","..","11.14"
Vietnam,"Borrowed any money from a formal financial institution or using a mobile money account, young (% ages 15-24)","..","8.66"
Vietnam,"Borrowed any money, in labor force (% age 15+)","52.88","30.24"
Vietnam,"Borrowed any money, income, richest 60% (% ages 15+)","49.4","31.66"
Vietnam,"Borrowed any money, male (% age 15+)","50.69","28.19"
Vietnam,"Borrowed any money, older (% age 25+)","49.83","27.51"
Vietnam,"Borrowed any money, out of labor force (% age 15+)","38.64","18.24"
Vietnam,"Borrowed any money, primary education or less (% ages 15+)","52.17","27.94"
Vietnam,"Borrowed any money, rural (% age 15+)","..",".."
Vietnam,"Borrowed any money, secondary education or more (% ages 15+)","47.24","27.5"
Vietnam,"Borrowed any money, urban (% age 15+)","..",".."
Vietnam,"Borrowed any money, young (% ages 15-24)","46.23","27.74"
Vietnam,"Borrowed for education or school fees (% age 15+)","..",".."
Vietnam,"Borrowed for education or school fees, female (% age 15+)","..",".."
Vietnam,"Borrowed for education or school fees, in labor force (% age 15+)","..",".."
Vietnam,"Borrowed for education or school fees, income, poorest 40% (% ages 15+)","..",".."
Vietnam,"Borrowed for education or school fees, income, richest 60% (% ages 15+)","..",".."
Vietnam,"Borrowed for education or school fees, male (% age 15+)","..",".."
Vietnam,"Borrowed for education or school fees, older (% age 25+)","..",".."
Vietnam,"Borrowed for education or school fees, out of labor force (% age 15+)","..",".."
Vietnam,"Borrowed for education or school fees, primary education or less (% ages 15+)","..",".."
Vietnam,"Borrowed for education or school fees, rural (% age 15+)","..",".."
Vietnam,"Borrowed for education or school fees, secondary education or more (% ages 15+)","..",".."
Vietnam,"Borrowed for education or school fees, urban (% age 15+)","..",".."
Vietnam,"Borrowed for education or school fees, young (% ages 15-24)","..",".."
Vietnam,"Borrowed for health or medical purposes (% age 15+)","9.07","3.88"
Vietnam,"Borrowed for health or medical purposes, female (% age 15+)","7.13","2.51"
Vietnam,"Borrowed for health or medical purposes, in labor force (% age 15+)","8.9","4.23"
Vietnam,"Borrowed for health or medical purposes, income, poorest 40% (% ages 15+)","11.69","3.32"
Vietnam,"Borrowed for health or medical purposes, income, richest 60% (% ages 15+)","7.33","4.25"
Vietnam,"Borrowed for health or medical purposes, male (% age 15+)","11.19","5.32"
Vietnam,"Borrowed for health or medical purposes, older (% age 25+)","10.65","3.61"
Vietnam,"Borrowed for health or medical purposes, out of labor force (% age 15+)","9.54","2.68"
Vietnam,"Borrowed for health or medical purposes, primary education or less (% ages 15+)","10.25","7.91"
Vietnam,"Borrowed for health or medical purposes, rural (% age 15+)","..",".."
Vietnam,"Borrowed for health or medical purposes, secondary education or more (% ages 15+)","8.44","3.36"
Vietnam,"Borrowed for health or medical purposes, urban (% age 15+)","..",".."
Vietnam,"Borrowed for health or medical purposes, young (% ages 15-24)","3.26","5.09"
Vietnam,"Borrowed from a formal financial institution (% age 15+)","21.72","10.02"
Vietnam,"Borrowed from a formal financial institution, female (% age 15+)","19.23","9.25"
Vietnam,"Borrowed from a formal financial institution, in labor force (% age 15+)","25.67","11.64"
Vietnam,"Borrowed from a formal financial institution, income, poorest 40% (% ages 15+)","23.35","7.15"
Vietnam,"Borrowed from a formal financial institution, income, richest 60% (% ages 15+)","20.63","11.92"
Vietnam,"Borrowed from a formal financial institution, male (% age 15+)","24.42","10.82"
Vietnam,"Borrowed from a formal financial institution, older (% age 25+)","23.26","10.43"
Vietnam,"Borrowed from a formal financial institution, out of labor force (% age 15+)","11.07","4.42"
Vietnam,"Borrowed from a formal financial institution, primary education or less (% ages 15+)","26.15","5.87"
Vietnam,"Borrowed from a formal financial institution, rural (% age 15+)","..",".."
Vietnam,"Borrowed from a formal financial institution, secondary education or more (% ages 15+)","19.24","10.55"
Vietnam,"Borrowed from a formal financial institution, urban (% age 15+)","..",".."
Vietnam,"Borrowed from a formal financial institution, young (% ages 15-24)","16.05","8.19"
Vietnam,"Borrowed from a savings club (% age 15+)","4.82","1.47"
Vietnam,"Borrowed from a savings club, female (% age 15+)","6.15","1.65"
Vietnam,"Borrowed from a savings club, in labor force (% age 15+)","5.14","1.66"
Vietnam,"Borrowed from a savings club, income, poorest 40% (% ages 15+)","3.03","1.07"
Vietnam,"Borrowed from a savings club, income, richest 60% (% ages 15+)","6.01","1.74"
Vietnam,"Borrowed from a savings club, male (% age 15+)","3.36","1.28"
Vietnam,"Borrowed from a savings club, older (% age 25+)","5.55","1.35"
Vietnam,"Borrowed from a savings club, out of labor force (% age 15+)","3.95","0.83"
Vietnam,"Borrowed from a savings club, primary education or less (% ages 15+)","5.34","2.03"
Vietnam,"Borrowed from a savings club, rural (% age 15+)","..",".."
Vietnam,"Borrowed from a savings club, secondary education or more (% ages 15+)","4.13","1.4"
Vietnam,"Borrowed from a savings club, urban (% age 15+)","..",".."
Vietnam,"Borrowed from a savings club, young (% ages 15-24)","2.09","2.01"
Vietnam,"Borrowed from a store by buying on credit (% age 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, female (% age 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, in labor force (% age 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, income, poorest 40% (% ages 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, income, richest 60% (% ages 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, male (% age 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, older (% age 25+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, out of labor force (% age 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, primary education or less (% ages 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, rural (% age 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, secondary education or more (% ages 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, urban (% age 15+)","..",".."
Vietnam,"Borrowed from a store by buying on credit, young (% ages 15-24)","..",".."
